P_ADDR_TB /PADDRSTB / DCLP-ADDR-TB
P-EDI-EFF-DT         ,10
P-EDI-END-DT         ,10
P-EDI-VND-ID         ,10
P-EDI-SUBM-ID        ,8
P-ERA-VND-ID         ,10
P-POS-ELIG-VER-CD    ,2
P-EDI-SPEC-NAM       ,35
P-EDI-VENDOR-NAM     ,35
P-ERA-VENDOR-NAM     ,35
P-EDI-ACTION-NAM     ,35
P-EDI-ACTION-CD      ,1
P-CURR-EDI-SUBM-CD   ,1
P-FUT-EDI-SUBM-CD    ,1
P-POS-SOFTWARE-NAM   ,20
P-SOFTWRE-VERS-DAT   ,10
P-SW-PROTOCOL-DAT    ,10
P-EDI-SUBM-TY-CD     ,1
P-POS-PHARM-CD       ,2
P-OTHR-RX-POS-NAM    ,35
P-OTHR-EVS-NAM       ,35
G-AUD-USER-ID        ,7
G-AUD-DT             ,10
G-AUD-TM             ,8
P_REVW_TB /PRVIEWTB / DCLP-REVW-TB      
P-SYS-ID             ,9
P-REVW-BEG-DT        ,10
P-REVW-END-DT        ,10
P-REVW-SEQ-NUM       ,9
P-REVW-ACTN-CD       ,1
P-REVW-RSN-CD        ,2
P-REVW-LOCN-CD       ,1
P-REVW-DT-IND        ,1
P-RSTRCT-SANC-CD     ,1
P-REVW-ADD-DT        ,10
P-REVW-DEPT-DAT      ,15
G-AUD-USER-ID        ,7
G-AUD-DT             ,10
G-AUD-TM             ,8
